#,id,snapshot_time,job_type,total_messages,unique_messages,avg_latency,min_latency,max_latency,p50_latency,p95_latency,p99_latency,stddev_latency,duplicate_messages,duplicate_rate,max_process_count,total_reprocess_count,throughput_per_sec,time_window_sec,data_range_start,data_range_end,note
52,52,2025-12-29 22:11:39,storm,1800000,1800000,1353.2,12,72108,476.0,8573.0,11859.0,2653.91,8734,0.4852,3,8802,3061.89,588,1767016773059,1767017372972,storm-qps3000-data1800000-外部故障network-1-60
53,53,2025-12-29 23:02:49,storm,1800000,1800000,2082.0,14,78273,518.0,11340.0,15852.0,3797.78,8137,0.4521,4,8881,3056.01,589,1767019881479,1767020481381,storm-qps3000-data1800000-外部故障network-3-60
54,54,2025-12-29 23:30:27,storm,1800000,1800000,2345.06,11,76675,534.0,12649.0,15719.0,4104.91,10618,0.5899,4,11561,3079.83,584,1767020617976,1767021217890,storm-qps3000-data1800000-外部故障network-4-60
55,55,2025-12-29 23:48:40,storm,1800000,1800000,1451.26,13,75922,477.0,9315.0,12851.0,2929.04,2979,0.1655,3,2999,3059.65,588,1767022512279,1767023112187,storm-qps3000-data1800000-外部故障network-2-60
